REF_DATE,GEO,DGUID,Disability type,Age group,Sex,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2012,Manitoba,2016A000246,Learning,15 to 64 years,Males,Number,223,units ,0,v87227120,8.7.2.2,9040,,,,0
2012,Manitoba,2016A000246,Learning,15 to 64 years,Females,Number,223,units ,0,v87227121,8.7.2.3,6250,,,,0
2012,Manitoba,2016A000246,Learning,15 to 24 years,Both sexes,Number,223,units ,0,v87227122,8.7.3.1,2540,,,,0
2012,Manitoba,2016A000246,Learning,15 to 24 years,Males,Number,223,units ,0,v87227123,8.7.3.2,1770,,,,0
2012,Manitoba,2016A000246,Learning,15 to 24 years,Females,Number,223,units ,0,v87227124,8.7.3.3,770,E,,,0
2012,Manitoba,2016A000246,Learning,25 to 44 years,Both sexes,Number,223,units ,0,v87227125,8.7.4.1,6070,,,,0
2012,Manitoba,2016A000246,Learning,25 to 44 years,Males,Number,223,units ,0,v87227126,8.7.4.2,3340,E,,,0
2012,Manitoba,2016A000246,Learning,25 to 44 years,Females,Number,223,units ,0,v87227127,8.7.4.3,2730,E,,,0
2012,Manitoba,2016A000246,Learning,45 to 64 years,Both sexes,Number,223,units ,0,v87227128,8.7.5.1,6680,,,,0
2012,Manitoba,2016A000246,Learning,45 to 64 years,Males,Number,223,units ,0,v87227129,8.7.5.2,3930,E,,,0
2012,Manitoba,2016A000246,Learning,45 to 64 years,Females,Number,223,units ,0,v87227130,8.7.5.3,2750,E,,,0
2012,Manitoba,2016A000246,Learning,65 years and over,Both sexes,Number,223,units ,0,v87227131,8.7.6.1,5690,,,,0
2012,Manitoba,2016A000246,Learning,65 years and over,Males,Number,223,units ,0,v87227132,8.7.6.2,2560,E,,,0
2012,Manitoba,2016A000246,Learning,65 years and over,Females,Number,223,units ,0,v87227133,8.7.6.3,3130,E,,,0
2012,Manitoba,2016A000246,Learning,65 to 74 years,Both sexes,Number,223,units ,0,v87227134,8.7.7.1,2330,E,,,0
2012,Manitoba,2016A000246,Learning,65 to 74 years,Males,Number,223,units ,0,v87227135,8.7.7.2,820,E,,,0
2012,Manitoba,2016A000246,Learning,65 to 74 years,Females,Number,223,units ,0,v87227136,8.7.7.3,,F,,,0
2012,Manitoba,2016A000246,Learning,75 years and over,Both sexes,Number,223,units ,0,v87227137,8.7.8.1,3360,E,,,0
2012,Manitoba,2016A000246,Learning,75 years and over,Males,Number,223,units ,0,v87227138,8.7.8.2,1740,E,,,0
2012,Manitoba,2016A000246,Learning,75 years and over,Females,Number,223,units ,0,v87227139,8.7.8.3,1620,E,,,0
2012,Manitoba,2016A000246,Memory,"Total,15 years and over",Both sexes,Number,223,units ,0,v87227140,8.8.1.1,20230,,,,0
2012,Manitoba,2016A000246,Memory,"Total,15 years and over",Males,Number,223,units ,0,v87227141,8.8.1.2,10670,,,,0
2012,Manitoba,2016A000246,Memory,"Total,15 years and over",Females,Number,223,units ,0,v87227142,8.8.1.3,9560,,,,0
2012,Manitoba,2016A000246,Memory,15 to 64 years,Both sexes,Number,223,units ,0,v87227143,8.8.2.1,13130,,,,0
2012,Manitoba,2016A000246,Memory,15 to 64 years,Males,Number,223,units ,0,v87227144,8.8.2.2,6890,,,,0
2012,Manitoba,2016A000246,Memory,15 to 64 years,Females,Number,223,units ,0,v87227145,8.8.2.3,6240,,,,0
2012,Manitoba,2016A000246,Memory,15 to 24 years,Both sexes,Number,223,units ,0,v87227146,8.8.3.1,1490,,,,0
2012,Manitoba,2016A000246,Memory,15 to 24 years,Males,Number,223,units ,0,v87227147,8.8.3.2,1010,E,,,0
2012,Manitoba,2016A000246,Memory,15 to 24 years,Females,Number,223,units ,0,v87227148,8.8.3.3,480,E,,,0
2012,Manitoba,2016A000246,Memory,25 to 44 years,Both sexes,Number,223,units ,0,v87227149,8.8.4.1,4150,E,,,0
2012,Manitoba,2016A000246,Memory,25 to 44 years,Males,Number,223,units ,0,v87227150,8.8.4.2,2280,E,,,0
2012,Manitoba,2016A000246,Memory,25 to 44 years,Females,Number,223,units ,0,v87227151,8.8.4.3,1880,E,,,0
2012,Manitoba,2016A000246,Memory,45 to 64 years,Both sexes,Number,223,units ,0,v87227152,8.8.5.1,7490,,,,0
2012,Manitoba,2016A000246,Memory,45 to 64 years,Males,Number,223,units ,0,v87227153,8.8.5.2,3600,E,,,0
2012,Manitoba,2016A000246,Memory,45 to 64 years,Females,Number,223,units ,0,v87227154,8.8.5.3,3890,E,,,0
2012,Manitoba,2016A000246,Memory,65 years and over,Both sexes,Number,223,units ,0,v87227155,8.8.6.1,7090,,,,0
2012,Manitoba,2016A000246,Memory,65 years and over,Males,Number,223,units ,0,v87227156,8.8.6.2,3780,E,,,0
2012,Manitoba,2016A000246,Memory,65 years and over,Females,Number,223,units ,0,v87227157,8.8.6.3,3310,E,,,0
2012,Manitoba,2016A000246,Memory,65 to 74 years,Both sexes,Number,223,units ,0,v87227158,8.8.7.1,2930,E,,,0
2012,Manitoba,2016A000246,Memory,65 to 74 years,Males,Number,223,units ,0,v87227159,8.8.7.2,1860,E,,,0
2012,Manitoba,2016A000246,Memory,65 to 74 years,Females,Number,223,units ,0,v87227160,8.8.7.3,,F,,,0
2012,Manitoba,2016A000246,Memory,75 years and over,Both sexes,Number,223,units ,0,v87227161,8.8.8.1,4160,,,,0
2012,Manitoba,2016A000246,Memory,75 years and over,Males,Number,223,units ,0,v87227162,8.8.8.2,1920,E,,,0
2012,Manitoba,2016A000246,Memory,75 years and over,Females,Number,223,units ,0,v87227163,8.8.8.3,2250,E,,,0
2012,Manitoba,2016A000246,Developmental,"Total,15 years and over",Both sexes,Number,223,units ,0,v87227164,8.9.1.1,6970,,,,0
2012,Manitoba,2016A000246,Developmental,"Total,15 years and over",Males,Number,223,units ,0,v87227165,8.9.1.2,4770,,,,0
2012,Manitoba,2016A000246,Developmental,"Total,15 years and over",Females,Number,223,units ,0,v87227166,8.9.1.3,2200,E,,,0
2012,Manitoba,2016A000246,Developmental,15 to 64 years,Both sexes,Number,223,units ,0,v87227167,8.9.2.1,6160,,,,0
2012,Manitoba,2016A000246,Developmental,15 to 64 years,Males,Number,223,units ,0,v87227168,8.9.2.2,4400,,,,0
2012,Manitoba,2016A000246,Developmental,15 to 64 years,Females,Number,223,units ,0,v87227169,8.9.2.3,1760,E,,,0
2012,Manitoba,2016A000246,Developmental,15 to 24 years,Both sexes,Number,223,units ,0,v87227170,8.9.3.1,1800,,,,0
2012,Manitoba,2016A000246,Developmental,15 to 24 years,Males,Number,223,units ,0,v87227171,8.9.3.2,1490,,,,0
2012,Manitoba,2016A000246,Developmental,15 to 24 years,Females,Number,223,units ,0,v87227172,8.9.3.3,310,E,,,0
2012,Manitoba,2016A000246,Developmental,25 to 44 years,Both sexes,Number,223,units ,0,v87227173,8.9.4.1,2850,E,,,0
2012,Manitoba,2016A000246,Developmental,25 to 44 years,Males,Number,223,units ,0,v87227174,8.9.4.2,1980,E,,,0
2012,Manitoba,2016A000246,Developmental,25 to 44 years,Females,Number,223,units ,0,v87227175,8.9.4.3,870,E,,,0
2012,Manitoba,2016A000246,Developmental,45 to 64 years,Both sexes,Number,223,units ,0,v87227176,8.9.5.1,1510,E,,,0
2012,Manitoba,2016A000246,Developmental,45 to 64 years,Males,Number,223,units ,0,v87227177,8.9.5.2,920,E,,,0
2012,Manitoba,2016A000246,Developmental,45 to 64 years,Females,Number,223,units ,0,v87227178,8.9.5.3,,F,,,0
2012,Manitoba,2016A000246,Developmental,65 years and over,Both sexes,Number,223,units ,0,v87227179,8.9.6.1,,F,,,0
2012,Manitoba,2016A000246,Developmental,65 years and over,Males,Number,223,units ,0,v87227180,8.9.6.2,,F,,,0
2012,Manitoba,2016A000246,Developmental,65 years and over,Females,Number,223,units ,0,v87227181,8.9.6.3,,F,,,0
2012,Manitoba,2016A000246,Developmental,65 to 74 years,Both sexes,Number,223,units ,0,v87227182,8.9.7.1,,F,,,0
2012,Manitoba,2016A000246,Developmental,65 to 74 years,Males,Number,223,units ,0,v87227183,8.9.7.2,,F,,,0
2012,Manitoba,2016A000246,Developmental,65 to 74 years,Females,Number,223,units ,0,v87227184,8.9.7.3,,F,,,0
2012,Manitoba,2016A000246,Developmental,75 years and over,Both sexes,Number,223,units ,0,v87227185,8.9.8.1,,F,,,0
2012,Manitoba,2016A000246,Developmental,75 years and over,Males,Number,223,units ,0,v87227186,8.9.8.2,,F,,,0
2012,Manitoba,2016A000246,Developmental,75 years and over,Females,Number,223,units ,0,v87227187,8.9.8.3,,F,,,0
2012,Manitoba,2016A000246,Mental and/or psychological,"Total,15 years and over",Both sexes,Number,223,units ,0,v87227188,8.10.1.1,35610,,,,0
2012,Manitoba,2016A000246,Mental and/or psychological,"Total,15 years and over",Males,Number,223,units ,0,v87227189,8.10.1.2,14050,,,,0
2012,Manitoba,2016A000246,Mental and/or psychological,"Total,15 years and over",Females,Number,223,units ,0,v87227190,8.10.1.3,21560,,,,0
2012,Manitoba,2016A000246,Mental and/or psychological,15 to 64 years,Both sexes,Number,223,units ,0,v87227191,8.10.2.1,26640,,,,0
2012,Manitoba,2016A000246,Mental and/or psychological,15 to 64 years,Males,Number,223,units ,0,v87227192,8.10.2.2,10250,,,,0
2012,Manitoba,2016A000246,Mental and/or psychological,15 to 64 years,Females,Number,223,units ,0,v87227193,8.10.2.3,16390,,,,0
2012,Manitoba,2016A000246,Mental and/or psychological,15 to 24 years,Both sexes,Number,223,units ,0,v87227194,8.10.3.1,3130,,,,0
2012,Manitoba,2016A000246,Mental and/or psychological,15 to 24 years,Males,Number,223,units ,0,v87227195,8.10.3.2,1780,,,,0
2012,Manitoba,2016A000246,Mental and/or psychological,15 to 24 years,Females,Number,223,units ,0,v87227196,8.10.3.3,1350,,,,0
2012,Manitoba,2016A000246,Mental and/or psychological,25 to 44 years,Both sexes,Number,223,units ,0,v87227197,8.10.4.1,8740,,,,0
2012,Manitoba,2016A000246,Mental and/or psychological,25 to 44 years,Males,Number,223,units ,0,v87227198,8.10.4.2,3040,E,,,0
2012,Manitoba,2016A000246,Mental and/or psychological,25 to 44 years,Females,Number,223,units ,0,v87227199,8.10.4.3,5700,,,,0
2012,Manitoba,2016A000246,Mental and/or psychological,45 to 64 years,Both sexes,Number,223,units ,0,v87227200,8.10.5.1,14770,,,,0
2012,Manitoba,2016A000246,Mental and/or psychological,45 to 64 years,Males,Number,223,units ,0,v87227201,8.10.5.2,5430,,,,0
2012,Manitoba,2016A000246,Mental and/or psychological,45 to 64 years,Females,Number,223,units ,0,v87227202,8.10.5.3,9340,,,,0
2012,Manitoba,2016A000246,Mental and/or psychological,65 years and over,Both sexes,Number,223,units ,0,v87227203,8.10.6.1,8970,,,,0
2012,Manitoba,2016A000246,Mental and/or psychological,65 years and over,Males,Number,223,units ,0,v87227204,8.10.6.2,3810,E,,,0
2012,Manitoba,2016A000246,Mental and/or psychological,65 years and over,Females,Number,223,units ,0,v87227205,8.10.6.3,5170,,,,0
2012,Manitoba,2016A000246,Mental and/or psychological,65 to 74 years,Both sexes,Number,223,units ,0,v87227206,8.10.7.1,3850,,,,0
2012,Manitoba,2016A000246,Mental and/or psychological,65 to 74 years,Males,Number,223,units ,0,v87227207,8.10.7.2,1820,E,,,0
2012,Manitoba,2016A000246,Mental and/or psychological,65 to 74 years,Females,Number,223,units ,0,v87227208,8.10.7.3,2030,E,,,0
2012,Manitoba,2016A000246,Mental and/or psychological,75 years and over,Both sexes,Number,223,units ,0,v87227209,8.10.8.1,5130,,,,0
2012,Manitoba,2016A000246,Mental and/or psychological,75 years and over,Males,Number,223,units ,0,v87227210,8.10.8.2,1990,E,,,0
2012,Manitoba,2016A000246,Mental and/or psychological,75 years and over,Females,Number,223,units ,0,v87227211,8.10.8.3,3140,E,,,0
2012,Manitoba,2016A000246,Unknown disability type,"Total,15 years and over",Both sexes,Number,223,units ,0,v87227212,8.11.1.1,3120,,,,0
2012,Manitoba,2016A000246,Unknown disability type,"Total,15 years and over",Males,Number,223,units ,0,v87227213,8.11.1.2,1700,E,,,0
2012,Manitoba,2016A000246,Unknown disability type,"Total,15 years and over",Females,Number,223,units ,0,v87227214,8.11.1.3,1420,E,,,0
2012,Manitoba,2016A000246,Unknown disability type,15 to 64 years,Both sexes,Number,223,units ,0,v87227215,8.11.2.1,1620,E,,,0
2012,Manitoba,2016A000246,Unknown disability type,15 to 64 years,Males,Number,223,units ,0,v87227216,8.11.2.2,,F,,,0
2012,Manitoba,2016A000246,Unknown disability type,15 to 64 years,Females,Number,223,units ,0,v87227217,8.11.2.3,760,E,,,0
2012,Manitoba,2016A000246,Unknown disability type,15 to 24 years,Both sexes,Number,223,units ,0,v87227218,8.11.3.1,,F,,,0
2012,Manitoba,2016A000246,Unknown disability type,15 to 24 years,Males,Number,223,units ,0,v87227219,8.11.3.2,,F,,,0
2012,Manitoba,2016A000246,Unknown disability type,15 to 24 years,Females,Number,223,units ,0,v87227220,8.11.3.3,,F,,,0
2012,Manitoba,2016A000246,Unknown disability type,25 to 44 years,Both sexes,Number,223,units ,0,v87227221,8.11.4.1,440,E,,,0
2012,Manitoba,2016A000246,Unknown disability type,25 to 44 years,Males,Number,223,units ,0,v87227222,8.11.4.2,,F,,,0
2012,Manitoba,2016A000246,Unknown disability type,25 to 44 years,Females,Number,223,units ,0,v87227223,8.11.4.3,,F,,,0
2012,Manitoba,2016A000246,Unknown disability type,45 to 64 years,Both sexes,Number,223,units ,0,v87227224,8.11.5.1,,F,,,0
2012,Manitoba,2016A000246,Unknown disability type,45 to 64 years,Males,Number,223,units ,0,v87227225,8.11.5.2,,F,,,0
2012,Manitoba,2016A000246,Unknown disability type,45 to 64 years,Females,Number,223,units ,0,v87227226,8.11.5.3,,F,,,0
2012,Manitoba,2016A000246,Unknown disability type,65 years and over,Both sexes,Number,223,units ,0,v87227227,8.11.6.1,1500,E,,,0
2012,Manitoba,2016A000246,Unknown disability type,65 years and over,Males,Number,223,units ,0,v87227228,8.11.6.2,850,E,,,0
2012,Manitoba,2016A000246,Unknown disability type,65 years and over,Females,Number,223,units ,0,v87227229,8.11.6.3,,F,,,0
2012,Manitoba,2016A000246,Unknown disability type,65 to 74 years,Both sexes,Number,223,units ,0,v87227230,8.11.7.1,790,E,,,0
2012,Manitoba,2016A000246,Unknown disability type,65 to 74 years,Males,Number,223,units ,0,v87227231,8.11.7.2,530,E,,,0
2012,Manitoba,2016A000246,Unknown disability type,65 to 74 years,Females,Number,223,units ,0,v87227232,8.11.7.3,,F,,,0
2012,Manitoba,2016A000246,Unknown disability type,75 years and over,Both sexes,Number,223,units ,0,v87227233,8.11.8.1,,F,,,0
2012,Manitoba,2016A000246,Unknown disability type,75 years and over,Males,Number,223,units ,0,v87227234,8.11.8.2,,F,,,0
2012,Manitoba,2016A000246,Unknown disability type,75 years and over,Females,Number,223,units ,0,v87227235,8.11.8.3,,F,,,0
2012,Saskatchewan,2016A000247,Seeing,"Total,15 years and over",Both sexes,Number,223,units ,0,v87227236,9.1.1.1,18250,,,,0
2012,Saskatchewan,2016A000247,Seeing,"Total,15 years and over",Males,Number,223,units ,0,v87227237,9.1.1.2,6900,,,,0
2012,Saskatchewan,2016A000247,Seeing,"Total,15 years and over",Females,Number,223,units ,0,v87227238,9.1.1.3,11360,,,,0
2012,Saskatchewan,2016A000247,Seeing,15 to 64 years,Both sexes,Number,223,units ,0,v87227239,9.1.2.1,9190,,,,0
2012,Saskatchewan,2016A000247,Seeing,15 to 64 years,Males,Number,223,units ,0,v87227240,9.1.2.2,3650,,,,0
2012,Saskatchewan,2016A000247,Seeing,15 to 64 years,Females,Number,223,units ,0,v87227241,9.1.2.3,5540,,,,0
2012,Saskatchewan,2016A000247,Seeing,15 to 24 years,Both sexes,Number,223,units ,0,v87227242,9.1.3.1,700,E,,,0
2012,Saskatchewan,2016A000247,Seeing,15 to 24 years,Males,Number,223,units ,0,v87227243,9.1.3.2,,F,,,0
2012,Saskatchewan,2016A000247,Seeing,15 to 24 years,Females,Number,223,units ,0,v87227244,9.1.3.3,430,E,,,0
2012,Saskatchewan,2016A000247,Seeing,25 to 44 years,Both sexes,Number,223,units ,0,v87227245,9.1.4.1,1640,E,,,0
2012,Saskatchewan,2016A000247,Seeing,25 to 44 years,Males,Number,223,units ,0,v87227246,9.1.4.2,790,E,,,0
2012,Saskatchewan,2016A000247,Seeing,25 to 44 years,Females,Number,223,units ,0,v87227247,9.1.4.3,850,E,,,0
2012,Saskatchewan,2016A000247,Seeing,45 to 64 years,Both sexes,Number,223,units ,0,v87227248,9.1.5.1,6850,,,,0
2012,Saskatchewan,2016A000247,Seeing,45 to 64 years,Males,Number,223,units ,0,v87227249,9.1.5.2,2600,E,,,0
2012,Saskatchewan,2016A000247,Seeing,45 to 64 years,Females,Number,223,units ,0,v87227250,9.1.5.3,4250,E,,,0
2012,Saskatchewan,2016A000247,Seeing,65 years and over,Both sexes,Number,223,units ,0,v87227251,9.1.6.1,9060,,,,0
2012,Saskatchewan,2016A000247,Seeing,65 years and over,Males,Number,223,units ,0,v87227252,9.1.6.2,3250,,,,0
2012,Saskatchewan,2016A000247,Seeing,65 years and over,Females,Number,223,units ,0,v87227253,9.1.6.3,5820,E,,,0
2012,Saskatchewan,2016A000247,Seeing,65 to 74 years,Both sexes,Number,223,units ,0,v87227254,9.1.7.1,3390,E,,,0
2012,Saskatchewan,2016A000247,Seeing,65 to 74 years,Males,Number,223,units ,0,v87227255,9.1.7.2,1760,E,,,0
2012,Saskatchewan,2016A000247,Seeing,65 to 74 years,Females,Number,223,units ,0,v87227256,9.1.7.3,,F,,,0
2012,Saskatchewan,2016A000247,Seeing,75 years and over,Both sexes,Number,223,units ,0,v87227257,9.1.8.1,5680,,,,0
2012,Saskatchewan,2016A000247,Seeing,75 years and over,Males,Number,223,units ,0,v87227258,9.1.8.2,1490,E,,,0
2012,Saskatchewan,2016A000247,Seeing,75 years and over,Females,Number,223,units ,0,v87227259,9.1.8.3,4190,,,,0
2012,Saskatchewan,2016A000247,Hearing,"Total,15 years and over",Both sexes,Number,223,units ,0,v87227260,9.2.1.1,28460,,,,0
2012,Saskatchewan,2016A000247,Hearing,"Total,15 years and over",Males,Number,223,units ,0,v87227261,9.2.1.2,15820,,,,0
2012,Saskatchewan,2016A000247,Hearing,"Total,15 years and over",Females,Number,223,units ,0,v87227262,9.2.1.3,12640,,,,0
2012,Saskatchewan,2016A000247,Hearing,15 to 64 years,Both sexes,Number,223,units ,0,v87227263,9.2.2.1,11410,,,,0
2012,Saskatchewan,2016A000247,Hearing,15 to 64 years,Males,Number,223,units ,0,v87227264,9.2.2.2,6370,,,,0
2012,Saskatchewan,2016A000247,Hearing,15 to 64 years,Females,Number,223,units ,0,v87227265,9.2.2.3,5040,,,,0
2012,Saskatchewan,2016A000247,Hearing,15 to 24 years,Both sexes,Number,223,units ,0,v87227266,9.2.3.1,720,,,,0
2012,Saskatchewan,2016A000247,Hearing,15 to 24 years,Males,Number,223,units ,0,v87227267,9.2.3.2,330,E,,,0
2012,Saskatchewan,2016A000247,Hearing,15 to 24 years,Females,Number,223,units ,0,v87227268,9.2.3.3,390,E,,,0
2012,Saskatchewan,2016A000247,Hearing,25 to 44 years,Both sexes,Number,223,units ,0,v87227269,9.2.4.1,1760,E,,,0
2012,Saskatchewan,2016A000247,Hearing,25 to 44 years,Males,Number,223,units ,0,v87227270,9.2.4.2,840,E,,,0
2012,Saskatchewan,2016A000247,Hearing,25 to 44 years,Females,Number,223,units ,0,v87227271,9.2.4.3,930,E,,,0
2012,Saskatchewan,2016A000247,Hearing,45 to 64 years,Both sexes,Number,223,units ,0,v87227272,9.2.5.1,8920,,,,0
2012,Saskatchewan,2016A000247,Hearing,45 to 64 years,Males,Number,223,units ,0,v87227273,9.2.5.2,5200,,,,0
2012,Saskatchewan,2016A000247,Hearing,45 to 64 years,Females,Number,223,units ,0,v87227274,9.2.5.3,3720,E,,,0
2012,Saskatchewan,2016A000247,Hearing,65 years and over,Both sexes,Number,223,units ,0,v87227275,9.2.6.1,17060,,,,0
2012,Saskatchewan,2016A000247,Hearing,65 years and over,Males,Number,223,units ,0,v87227276,9.2.6.2,9450,,,,0
2012,Saskatchewan,2016A000247,Hearing,65 years and over,Females,Number,223,units ,0,v87227277,9.2.6.3,7610,,,,0
2012,Saskatchewan,2016A000247,Hearing,65 to 74 years,Both sexes,Number,223,units ,0,v87227278,9.2.7.1,5890,,,,0
2012,Saskatchewan,2016A000247,Hearing,65 to 74 years,Males,Number,223,units ,0,v87227279,9.2.7.2,4000,,,,0
2012,Saskatchewan,2016A000247,Hearing,65 to 74 years,Females,Number,223,units ,0,v87227280,9.2.7.3,1880,E,,,0
2012,Saskatchewan,2016A000247,Hearing,75 years and over,Both sexes,Number,223,units ,0,v87227281,9.2.8.1,11170,,,,0
2012,Saskatchewan,2016A000247,Hearing,75 years and over,Males,Number,223,units ,0,v87227282,9.2.8.2,5450,,,,0
2012,Saskatchewan,2016A000247,Hearing,75 years and over,Females,Number,223,units ,0,v87227283,9.2.8.3,5720,,,,0
2012,Saskatchewan,2016A000247,Mobility,"Total,15 years and over",Both sexes,Number,223,units ,0,v87227284,9.3.1.1,58450,,,,0
2012,Saskatchewan,2016A000247,Mobility,"Total,15 years and over",Males,Number,223,units ,0,v87227285,9.3.1.2,24350,,,,0
2012,Saskatchewan,2016A000247,Mobility,"Total,15 years and over",Females,Number,223,units ,0,v87227286,9.3.1.3,34090,,,,0
2012,Saskatchewan,2016A000247,Mobility,15 to 64 years,Both sexes,Number,223,units ,0,v87227287,9.3.2.1,31320,,,,0
2012,Saskatchewan,2016A000247,Mobility,15 to 64 years,Males,Number,223,units ,0,v87227288,9.3.2.2,13220,,,,0
2012,Saskatchewan,2016A000247,Mobility,15 to 64 years,Females,Number,223,units ,0,v87227289,9.3.2.3,18090,,,,0
2012,Saskatchewan,2016A000247,Mobility,15 to 24 years,Both sexes,Number,223,units ,0,v87227290,9.3.3.1,1300,,,,0
2012,Saskatchewan,2016A000247,Mobility,15 to 24 years,Males,Number,223,units ,0,v87227291,9.3.3.2,320,E,,,0
2012,Saskatchewan,2016A000247,Mobility,15 to 24 years,Females,Number,223,units ,0,v87227292,9.3.3.3,980,E,,,0
2012,Saskatchewan,2016A000247,Mobility,25 to 44 years,Both sexes,Number,223,units ,0,v87227293,9.3.4.1,5640,,,,0
2012,Saskatchewan,2016A000247,Mobility,25 to 44 years,Males,Number,223,units ,0,v87227294,9.3.4.2,2440,,,,0
2012,Saskatchewan,2016A000247,Mobility,25 to 44 years,Females,Number,223,units ,0,v87227295,9.3.4.3,3190,,,,0
2012,Saskatchewan,2016A000247,Mobility,45 to 64 years,Both sexes,Number,223,units ,0,v87227296,9.3.5.1,24380,,,,0
2012,Saskatchewan,2016A000247,Mobility,45 to 64 years,Males,Number,223,units ,0,v87227297,9.3.5.2,10460,,,,0
2012,Saskatchewan,2016A000247,Mobility,45 to 64 years,Females,Number,223,units ,0,v87227298,9.3.5.3,13920,,,,0
2012,Saskatchewan,2016A000247,Mobility,65 years and over,Both sexes,Number,223,units ,0,v87227299,9.3.6.1,27130,,,,0
2012,Saskatchewan,2016A000247,Mobility,65 years and over,Males,Number,223,units ,0,v87227300,9.3.6.2,11130,,,,0
2012,Saskatchewan,2016A000247,Mobility,65 years and over,Females,Number,223,units ,0,v87227301,9.3.6.3,16000,,,,0
2012,Saskatchewan,2016A000247,Mobility,65 to 74 years,Both sexes,Number,223,units ,0,v87227302,9.3.7.1,11570,,,,0
2012,Saskatchewan,2016A000247,Mobility,65 to 74 years,Males,Number,223,units ,0,v87227303,9.3.7.2,5240,,,,0
2012,Saskatchewan,2016A000247,Mobility,65 to 74 years,Females,Number,223,units ,0,v87227304,9.3.7.3,6330,,,,0
2012,Saskatchewan,2016A000247,Mobility,75 years and over,Both sexes,Number,223,units ,0,v87227305,9.3.8.1,15560,,,,0
2012,Saskatchewan,2016A000247,Mobility,75 years and over,Males,Number,223,units ,0,v87227306,9.3.8.2,5890,,,,0
2012,Saskatchewan,2016A000247,Mobility,75 years and over,Females,Number,223,units ,0,v87227307,9.3.8.3,9660,,,,0
2012,Saskatchewan,2016A000247,Flexibility,"Total,15 years and over",Both sexes,Number,223,units ,0,v87227308,9.4.1.1,61980,,,,0
2012,Saskatchewan,2016A000247,Flexibility,"Total,15 years and over",Males,Number,223,units ,0,v87227309,9.4.1.2,28340,,,,0
2012,Saskatchewan,2016A000247,Flexibility,"Total,15 years and over",Females,Number,223,units ,0,v87227310,9.4.1.3,33640,,,,0
2012,Saskatchewan,2016A000247,Flexibility,15 to 64 years,Both sexes,Number,223,units ,0,v87227311,9.4.2.1,36230,,,,0
2012,Saskatchewan,2016A000247,Flexibility,15 to 64 years,Males,Number,223,units ,0,v87227312,9.4.2.2,16620,,,,0
2012,Saskatchewan,2016A000247,Flexibility,15 to 64 years,Females,Number,223,units ,0,v87227313,9.4.2.3,19610,,,,0
2012,Saskatchewan,2016A000247,Flexibility,15 to 24 years,Both sexes,Number,223,units ,0,v87227314,9.4.3.1,1270,,,,0
2012,Saskatchewan,2016A000247,Flexibility,15 to 24 years,Males,Number,223,units ,0,v87227315,9.4.3.2,380,E,,,0
2012,Saskatchewan,2016A000247,Flexibility,15 to 24 years,Females,Number,223,units ,0,v87227316,9.4.3.3,900,E,,,0
2012,Saskatchewan,2016A000247,Flexibility,25 to 44 years,Both sexes,Number,223,units ,0,v87227317,9.4.4.1,7260,,,,0
2012,Saskatchewan,2016A000247,Flexibility,25 to 44 years,Males,Number,223,units ,0,v87227318,9.4.4.2,3090,,,,0
2012,Saskatchewan,2016A000247,Flexibility,25 to 44 years,Females,Number,223,units ,0,v87227319,9.4.4.3,4170,,,,0
2012,Saskatchewan,2016A000247,Flexibility,45 to 64 years,Both sexes,Number,223,units ,0,v87227320,9.4.5.1,27690,,,,0
2012,Saskatchewan,2016A000247,Flexibility,45 to 64 years,Males,Number,223,units ,0,v87227321,9.4.5.2,13160,,,,0
2012,Saskatchewan,2016A000247,Flexibility,45 to 64 years,Females,Number,223,units ,0,v87227322,9.4.5.3,14540,,,,0
2012,Saskatchewan,2016A000247,Flexibility,65 years and over,Both sexes,Number,223,units ,0,v87227323,9.4.6.1,25750,,,,0
2012,Saskatchewan,2016A000247,Flexibility,65 years and over,Males,Number,223,units ,0,v87227324,9.4.6.2,11720,,,,0
2012,Saskatchewan,2016A000247,Flexibility,65 years and over,Females,Number,223,units ,0,v87227325,9.4.6.3,14030,,,,0
2012,Saskatchewan,2016A000247,Flexibility,65 to 74 years,Both sexes,Number,223,units ,0,v87227326,9.4.7.1,10890,,,,0
2012,Saskatchewan,2016A000247,Flexibility,65 to 74 years,Males,Number,223,units ,0,v87227327,9.4.7.2,5870,,,,0
2012,Saskatchewan,2016A000247,Flexibility,65 to 74 years,Females,Number,223,units ,0,v87227328,9.4.7.3,5010,,,,0
2012,Saskatchewan,2016A000247,Flexibility,75 years and over,Both sexes,Number,223,units ,0,v87227329,9.4.8.1,14860,,,,0
2012,Saskatchewan,2016A000247,Flexibility,75 years and over,Males,Number,223,units ,0,v87227330,9.4.8.2,5840,,,,0
2012,Saskatchewan,2016A000247,Flexibility,75 years and over,Females,Number,223,units ,0,v87227331,9.4.8.3,9020,,,,0
2012,Saskatchewan,2016A000247,Dexterity,"Total,15 years and over",Both sexes,Number,223,units ,0,v87227332,9.5.1.1,25430,,,,0
2012,Saskatchewan,2016A000247,Dexterity,"Total,15 years and over",Males,Number,223,units ,0,v87227333,9.5.1.2,10650,,,,0
2012,Saskatchewan,2016A000247,Dexterity,"Total,15 years and over",Females,Number,223,units ,0,v87227334,9.5.1.3,14780,,,,0
